ID,duration,wav,start,stop,spk_id
11--train-00063-of-00803_209,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_209.wav,0,48000,11
11--train-00062-of-00803_1233,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1233.wav,0,48000,11
11--train-00062-of-00803_895,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_895.wav,0,48000,11
11--train-00062-of-00803_1168,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1168.wav,0,48000,11
11--train-00063-of-00803_393,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_393.wav,0,48000,11
11--train-00062-of-00803_1289,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1289.wav,0,48000,11
11--train-00062-of-00803_1105,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1105.wav,0,48000,11
11--train-00062-of-00803_992,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_992.wav,0,48000,11
11--train-00062-of-00803_1148,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1148.wav,0,48000,11
11--train-00063-of-00803_230,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_230.wav,0,48000,11
11--train-00062-of-00803_1214,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1214.wav,0,48000,11
11--train-00062-of-00803_1200,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1200.wav,0,48000,11
11--train-00062-of-00803_1082,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1082.wav,0,48000,11
11--train-00063-of-00803_251,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_251.wav,0,48000,11
11--train-00063-of-00803_0,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_0.wav,0,48000,11
11--train-00062-of-00803_1183,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1183.wav,0,48000,11
11--train-00063-of-00803_63,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_63.wav,0,48000,11
11--train-00063-of-00803_255,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_255.wav,0,48000,11
11--train-00062-of-00803_1158,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1158.wav,0,48000,11
11--train-00063-of-00803_104,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_104.wav,0,48000,11
11--train-00062-of-00803_989,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_989.wav,0,48000,11
11--train-00063-of-00803_359,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_359.wav,0,48000,11
11--train-00063-of-00803_273,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_273.wav,0,48000,11
11--train-00062-of-00803_1093,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1093.wav,0,48000,11
11--train-00062-of-00803_1194,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1194.wav,0,48000,11
11--train-00062-of-00803_818,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_818.wav,0,48000,11
11--train-00063-of-00803_28,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_28.wav,0,48000,11
11--train-00063-of-00803_199,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_199.wav,0,48000,11
11--train-00062-of-00803_1217,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1217.wav,0,48000,11
11--train-00062-of-00803_1201,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1201.wav,0,48000,11
11--train-00062-of-00803_962,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_962.wav,0,48000,11
11--train-00062-of-00803_874,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_874.wav,0,48000,11
11--train-00062-of-00803_1033,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1033.wav,0,48000,11
11--train-00062-of-00803_1179,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1179.wav,0,48000,11
11--train-00062-of-00803_1242,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1242.wav,0,48000,11
11--train-00063-of-00803_180,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_180.wav,0,48000,11
11--train-00063-of-00803_149,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_149.wav,0,48000,11
11--train-00062-of-00803_1177,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1177.wav,0,48000,11
11--train-00063-of-00803_188,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_188.wav,0,48000,11
11--train-00062-of-00803_918,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_918.wav,0,48000,11
11--train-00062-of-00803_1018,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1018.wav,0,48000,11
11--train-00063-of-00803_293,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_293.wav,0,48000,11
11--train-00063-of-00803_81,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_81.wav,0,48000,11
11--train-00063-of-00803_103,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_103.wav,0,48000,11
11--train-00062-of-00803_1258,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1258.wav,0,48000,11
11--train-00062-of-00803_1191,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1191.wav,0,48000,11
11--train-00062-of-00803_1229,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1229.wav,0,48000,11
11--train-00062-of-00803_1199,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1199.wav,0,48000,11
11--train-00062-of-00803_1023,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1023.wav,0,48000,11
11--train-00062-of-00803_903,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_903.wav,0,48000,11
11--train-00062-of-00803_1103,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1103.wav,0,48000,11
11--train-00062-of-00803_929,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_929.wav,0,48000,11
11--train-00063-of-00803_182,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_182.wav,0,48000,11
11--train-00063-of-00803_30,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_30.wav,0,48000,11
11--train-00063-of-00803_25,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_25.wav,0,48000,11
11--train-00063-of-00803_413,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_413.wav,0,48000,11
11--train-00063-of-00803_391,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_391.wav,0,48000,11
11--train-00062-of-00803_936,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_936.wav,0,48000,11
11--train-00062-of-00803_1225,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1225.wav,0,48000,11
11--train-00062-of-00803_1218,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1218.wav,0,48000,11
11--train-00063-of-00803_288,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_288.wav,0,48000,11
11--train-00063-of-00803_479,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_479.wav,0,48000,11
11--train-00062-of-00803_966,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_966.wav,0,48000,11
11--train-00062-of-00803_1294,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1294.wav,0,48000,11
11--train-00062-of-00803_1247,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1247.wav,0,48000,11
11--train-00063-of-00803_124,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_124.wav,0,48000,11
11--train-00062-of-00803_943,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_943.wav,0,48000,11
11--train-00063-of-00803_184,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_184.wav,0,48000,11
11--train-00063-of-00803_74,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_74.wav,0,48000,11
11--train-00063-of-00803_216,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_216.wav,0,48000,11
11--train-00062-of-00803_1240,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1240.wav,0,48000,11
11--train-00063-of-00803_317,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_317.wav,0,48000,11
11--train-00062-of-00803_911,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_911.wav,0,48000,11
11--train-00063-of-00803_111,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_111.wav,0,48000,11
11--train-00062-of-00803_949,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_949.wav,0,48000,11
11--train-00062-of-00803_1296,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1296.wav,0,48000,11
11--train-00063-of-00803_297,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_297.wav,0,48000,11
11--train-00063-of-00803_447,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_447.wav,0,48000,11
11--train-00063-of-00803_15,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_15.wav,0,48000,11
11--train-00062-of-00803_957,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_957.wav,0,48000,11
11--train-00063-of-00803_399,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_399.wav,0,48000,11
11--train-00063-of-00803_46,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_46.wav,0,48000,11
11--train-00062-of-00803_946,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_946.wav,0,48000,11
11--train-00062-of-00803_1045,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1045.wav,0,48000,11
11--train-00062-of-00803_969,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_969.wav,0,48000,11
11--train-00063-of-00803_150,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_150.wav,0,48000,11
11--train-00062-of-00803_1275,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1275.wav,0,48000,11
11--train-00062-of-00803_1063,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1063.wav,0,48000,11
11--train-00062-of-00803_902,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_902.wav,0,48000,11
11--train-00062-of-00803_1287,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1287.wav,0,48000,11
11--train-00063-of-00803_440,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_440.wav,0,48000,11
11--train-00063-of-00803_286,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_286.wav,0,48000,11
11--train-00063-of-00803_250,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_250.wav,0,48000,11
11--train-00063-of-00803_4,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_4.wav,0,48000,11
11--train-00063-of-00803_94,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_94.wav,0,48000,11
11--train-00063-of-00803_333,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_333.wav,0,48000,11
11--train-00063-of-00803_121,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_121.wav,0,48000,11
11--train-00063-of-00803_443,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_443.wav,0,48000,11
11--train-00063-of-00803_334,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_334.wav,0,48000,11
11--train-00062-of-00803_1083,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1083.wav,0,48000,11
11--train-00063-of-00803_318,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_318.wav,0,48000,11
11--train-00062-of-00803_1251,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1251.wav,0,48000,11
11--train-00063-of-00803_229,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_229.wav,0,48000,11
11--train-00062-of-00803_1077,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1077.wav,0,48000,11
11--train-00063-of-00803_56,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_56.wav,0,48000,11
11--train-00063-of-00803_388,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_388.wav,0,48000,11
11--train-00062-of-00803_1257,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1257.wav,0,48000,11
11--train-00063-of-00803_259,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_259.wav,0,48000,11
11--train-00062-of-00803_1219,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1219.wav,0,48000,11
11--train-00063-of-00803_449,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_449.wav,0,48000,11
11--train-00063-of-00803_157,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_157.wav,0,48000,11
11--train-00062-of-00803_932,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_932.wav,0,48000,11
11--train-00063-of-00803_364,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_364.wav,0,48000,11
11--train-00062-of-00803_1145,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1145.wav,0,48000,11
11--train-00062-of-00803_1255,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1255.wav,0,48000,11
11--train-00062-of-00803_940,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_940.wav,0,48000,11
11--train-00062-of-00803_1173,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1173.wav,0,48000,11
11--train-00063-of-00803_470,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_470.wav,0,48000,11
11--train-00062-of-00803_883,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_883.wav,0,48000,11
11--train-00062-of-00803_882,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_882.wav,0,48000,11
11--train-00063-of-00803_332,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_332.wav,0,48000,11
11--train-00063-of-00803_134,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_134.wav,0,48000,11
11--train-00063-of-00803_138,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_138.wav,0,48000,11
11--train-00063-of-00803_172,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_172.wav,0,48000,11
11--train-00063-of-00803_2,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_2.wav,0,48000,11
11--train-00063-of-00803_308,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_308.wav,0,48000,11
11--train-00062-of-00803_1170,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1170.wav,0,48000,11
11--train-00062-of-00803_828,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_828.wav,0,48000,11
11--train-00063-of-00803_425,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_425.wav,0,48000,11
11--train-00062-of-00803_1213,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1213.wav,0,48000,11
11--train-00062-of-00803_1024,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1024.wav,0,48000,11
11--train-00063-of-00803_36,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_36.wav,0,48000,11
11--train-00062-of-00803_985,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_985.wav,0,48000,11
11--train-00063-of-00803_69,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_69.wav,0,48000,11
11--train-00063-of-00803_325,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_325.wav,0,48000,11
11--train-00063-of-00803_37,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_37.wav,0,48000,11
11--train-00062-of-00803_1059,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1059.wav,0,48000,11
11--train-00063-of-00803_252,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_252.wav,0,48000,11
11--train-00063-of-00803_283,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_283.wav,0,48000,11
11--train-00062-of-00803_987,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_987.wav,0,48000,11
11--train-00063-of-00803_269,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_269.wav,0,48000,11
11--train-00062-of-00803_866,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_866.wav,0,48000,11
11--train-00063-of-00803_358,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_358.wav,0,48000,11
11--train-00063-of-00803_475,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_475.wav,0,48000,11
11--train-00062-of-00803_1215,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1215.wav,0,48000,11
11--train-00063-of-00803_337,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_337.wav,0,48000,11
11--train-00063-of-00803_268,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_268.wav,0,48000,11
11--train-00063-of-00803_419,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_419.wav,0,48000,11
11--train-00062-of-00803_1091,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1091.wav,0,48000,11
11--train-00062-of-00803_1279,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1279.wav,0,48000,11
11--train-00062-of-00803_829,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_829.wav,0,48000,11
11--train-00063-of-00803_402,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_402.wav,0,48000,11
11--train-00062-of-00803_1232,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1232.wav,0,48000,11
11--train-00063-of-00803_343,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_343.wav,0,48000,11
11--train-00062-of-00803_933,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_933.wav,0,48000,11
11--train-00062-of-00803_1250,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1250.wav,0,48000,11
11--train-00063-of-00803_45,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_45.wav,0,48000,11
11--train-00062-of-00803_954,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_954.wav,0,48000,11
11--train-00063-of-00803_386,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_386.wav,0,48000,11
11--train-00063-of-00803_438,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_438.wav,0,48000,11
11--train-00063-of-00803_375,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_375.wav,0,48000,11
11--train-00063-of-00803_418,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_418.wav,0,48000,11
11--train-00063-of-00803_348,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_348.wav,0,48000,11
11--train-00063-of-00803_244,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_244.wav,0,48000,11
11--train-00063-of-00803_485,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_485.wav,0,48000,11
11--train-00062-of-00803_897,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_897.wav,0,48000,11
11--train-00063-of-00803_14,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_14.wav,0,48000,11
11--train-00063-of-00803_311,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_311.wav,0,48000,11
11--train-00062-of-00803_1187,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1187.wav,0,48000,11
11--train-00062-of-00803_1132,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1132.wav,0,48000,11
11--train-00063-of-00803_96,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_96.wav,0,48000,11
11--train-00062-of-00803_1293,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1293.wav,0,48000,11
11--train-00062-of-00803_928,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_928.wav,0,48000,11
11--train-00063-of-00803_274,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_274.wav,0,48000,11
11--train-00063-of-00803_346,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_346.wav,0,48000,11
11--train-00062-of-00803_981,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_981.wav,0,48000,11
11--train-00063-of-00803_266,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_266.wav,0,48000,11
11--train-00063-of-00803_351,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_351.wav,0,48000,11
11--train-00062-of-00803_1057,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00062-of-00803_1057.wav,0,48000,11
11--train-00063-of-00803_1,3.0,/Users/tavantai/Developer/project_thesis_code/dataset_copy/11/train-00063-of-00803_1.wav,0,48000,11
